eventID,sceneID,speakerID,Tej (1),Jimmy (2),Suki (3),Orange Julius (4),Slap Jack (5),Brian O'Conner (6),Monica Fuentes (7),Agent Markham (8),Agent Bilkins (9),Agent Dunn (10),Roman Pearce (11),Korpi (12),Roberto (13),Enrique (14),Carter Verone (15),Darden (16),Detective Whitworth (17)
342,17,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343,17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,17,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,17,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
346,17,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,17,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
348,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,18,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,18,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
352,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,18,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,18,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
356,19,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
357,19,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
358,19,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
359,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,19,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,19,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
362,19,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
363,19,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,19,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
366,19,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,19,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
368,19,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,19,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
370,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,19,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
375,19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377,19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379,19,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
381,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
384,19,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,20,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
388,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,20,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
390,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,20,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,20,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
395,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397,20,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
398,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,20,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,20,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
402,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,20,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
405,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406,20,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
407,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,20,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
410,20,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
411,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,20,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
413,20,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
417,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,20,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,20,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
426,20,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,20,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,20,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,20,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,20,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
435,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
436,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
437,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
438,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
447,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,20,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
449,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
453,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
455,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,20,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
462,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,20,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
464,20,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
465,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,20,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
467,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,20,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,20,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,21,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
471,21,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
472,21,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,21,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,21,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,21,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,22,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485,22,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,22,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,22,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
489,22,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
490,22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
491,22,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,22,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
494,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
495,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
496,22,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
498,22,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,22,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,22,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
502,22,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,22,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,22,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,22,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
507,22,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
508,22,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,22,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
510,22,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
513,22,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
515,22,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
516,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
518,22,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
519,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
520,22,15,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
521,22,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
522,22,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
523,22,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
524,23,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
525,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
526,23,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
528,23,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,24,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,24,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,24,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
532,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
534,24,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
535,24,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
536,24,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
537,24,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,24,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,24,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
540,24,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
541,24,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542,24,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
544,24,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
545,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
546,24,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
547,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
548,24,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
552,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
554,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,26,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
556,26,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
558,26,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
560,26,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,27,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,27,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
563,27,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
564,27,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565,27,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
566,27,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
567,27,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
568,27,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
569,28,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
570,28,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
571,29,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
572,29,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
573,29,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
574,29,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,29,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,30,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
577,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
578,30,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
579,30,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
580,30,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
581,30,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
582,30,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
584,30,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
585,30,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
586,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,30,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
590,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
591,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
592,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
595,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,30,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
597,30,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
598,30,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
599,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
602,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
603,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
604,30,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
605,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
606,30,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,30,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
608,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
612,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
613,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
614,30,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
615,30,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
616,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
617,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
618,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
620,30,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
621,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
622,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
623,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
624,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
625,30,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
627,30,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
628,30,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,30,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
630,30,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,31,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
632,31,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
633,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
634,31,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
635,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
636,31,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
637,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
638,31,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
639,31,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,31,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
641,31,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
643,31,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,31,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
645,31,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
646,31,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
647,31,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
648,32,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
649,32,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
651,32,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
652,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
653,32,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
655,32,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
657,32,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
658,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
659,32,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
660,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
662,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
664,32,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
665,32,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
666,32,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
667,33,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
668,33,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
669,33,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
670,33,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
671,33,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,33,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
673,33,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
674,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
675,33,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,33,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,33,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
678,33,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
679,33,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
680,33,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
681,33,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
682,33,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
683,33,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
684,33,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
685,33,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686,33,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
