eventID,sceneID,speakerID,Dominic Toretto (1),Letty (2),Han (3),Leo (4),Santos (5),Cara (6),Juvenal (7),Brian O'Conner (8),Trinh (9),Penning (10),Stasiak (11),Mia (12),Virgil (13),David Park (14),Dwight (15),Gisele (16),Campos (17),Fenix (18),Malik (19),Tash (20)
298,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,32,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,32,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,32,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
304,32,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,32,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,33,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,33,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317,33,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,33,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321,34,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,34,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323,34,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,35,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,35,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,35,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,36,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,36,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
330,36,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,37,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,37,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,37,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
334,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,38,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,38,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,38,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,38,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,38,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,39,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,39,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,39,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,39,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,39,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,39,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,39,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
357,39,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358,39,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
360,40,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
362,40,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,40,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,40,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
370,40,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,40,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,40,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,41,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,41,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,41,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
389,41,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,41,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
391,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395,41,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397,42,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
398,42,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,42,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
400,42,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,43,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410,44,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
413,45,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,45,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,45,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,45,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,45,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
421,46,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,46,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427,46,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
432,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435,47,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
439,47,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,47,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,47,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449,47,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,47,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
